*台北
光復店	新竹市光復路二段286號	03-5727070
光華店	新竹市光華東街30號	03-5332565
林森店	新竹市林森路190號	03-5220200
金山店	新竹市金山七街31號	03-5645599
南大店	新竹市南大路396號	03-5616350
明湖店	新竹市南大路880號	03-5629988
清大店	新竹市建新路50號	03-5751166
食品店	新竹市食品路184號	03-5628050

*苗栗
竹南光復店	苗栗縣竹南鎮光復路133號	037-551253
府前店	苗栗縣苗栗市府前路86-2號	037-365588
頭份建國店	苗栗縣頭份鎮建國路25號	037-695693

*台中
健行店	台中市北區健行路516號	04-2208-3365
漢口一店	台中市北區漢口路四段369-3號	04-2231-9228
漢口二店	台中市北區漢口路三段223號	04-2295-2282
西屯店	台中市北區西屯路一段494號	04-2208-6608
學士店	台中市北區學士路45號	04-2206-8891
北平店	台中市北區北平路二段168號	04-2299-3093
一中店	台中市北區一中街87-1號	04-2225-6688
一中二店	台中市北區太平路85號	04-2226-1616
雙十店	台中市雙十路二段33號	04-2223-5255
民權店	台中市西區民權路428號	04-2203-6488
昌平店	台中市北屯區昌平路一段210號	04-2238-9699
東山店	台中市北屯區東山路一段138之1號	04-2436-9970
松竹店	台中市北屯區松竹路二段101號	04-2247-3400
四平店	台中市北屯區四平路435號	04-2422-3458
崇德店	台中市北屯區崇德路二段289號	04-2246-3233
水湳店	台中市北屯區中清路99-22號	04-2296-6555
忠孝店	台中市南區忠孝路160號	04-2285-5810
美村南店	台中市南區美村南路235號	04-2261-3558
大慶店	台中市南區大慶街二段6之5號	04-2260-2913
復興店	台中市南區工學里復興路一段487號	04-2262-7758
興大學府店	台中市南區學府路32號	04-2285-5515
公園店	台中市中區公園路28號	04-2223-7886
向上二店(原黎明一)	台中市南屯區向上路二段472號	04-2380-3575
東興二店	台中市南屯區東興路二段5號	04-2473-3918
大墩一店	台中市南屯區大墩路271號	04-2473-6708
向心南店	台中市南屯區向心南路972號	04-2472-6575
嶺東店	台中市南屯區永春南路47號	04-2380-8356
大墩二店	台中市南屯區大墩路803號	04-2320-7120
黎明一店(原大業)	台中市南屯區黎明路二段368號	04-2253-3226
黎明永春店	台中市南屯區黎明路一段1021號	04-2389-5938
黎明三店	台中市南屯區黎明路一段238號（近烏日啤酒廠）	04-2479-0350
忠勇店	台中市南屯區忠勇路80-26-1號	04-2380-8707
公益店	台中市南屯區公益路二段158號	04-2327-2655
民生店	台中市西區民生路163號	04-2229-8088
美村店	台中市西區美村路一段141號	04-2320-6326
向上店	台中市西區向上路一段388-1號	04-2310-1313
美村二店	台中市西區美村路一段763號	04-2375-8448
南屯店	台中市西區南屯路一段21號	04-2376-1035
繼光店	台中市西區民權路59號1樓	04-2229-3555
東興一店	台中市西屯區東興路三段416號(近永豐棧酒店)	04-2320-5500
河南店	台中市西屯區河南路二段396號	04-2452-9800
青海店	台中市西屯區青海路一段152號	04-2315-5088
世貿店	台中市西屯區中工三路36號	04-2355-3700
黎明二店	台中市西屯區黎明路三段329號	04-2452-6538
中科店	台中市西屯區西屯路三段164-23號	04-2461-8766
寧夏店	台中市西屯區寧夏路205-1號	04-2315-5086
七期朝富店	台中市西屯區朝富路142號	04-2252-1177
逢甲文華店	台中市西屯區文華路100號之3	04-2451-0551
中科玉門店	台中市西屯區玉門路104號	04-2463-0138
大里大明店	台中市大里區大明路328號	04-2482-1333
大里中興店	台中市大里區中興路二段386之13號	04-2483-4783
大里中興二店	台中市大里區中興路一段197號	04-2495-3980
大里成功店	台中市大里區成功二路6號	04-2496-3457
霧峰店	台中市霧峰區中正路861號	04-2333-7597
烏日中山店	台中市烏日區中山路一段462號	04-2336-9583
烏日溪南店	台中市烏日區溪南路一段583號	04-2335-6375
太平中山店	台中市太平區中山路四段208號	04-2395-3980
太平樹孝店	台中市太平區樹孝路43-3號	04-2395-5506
太平太平店	台中市太平區中興路97號	04-2276-5466
后里甲后店	台中市后里區甲后路387號	04-2557-6606
中清南店	台中市大雅區中清南路288號	04-2568-1600
大雅民生店	台中市大雅區民生路一段181號	04-2568-2533
清泉崗店	台中市大雅區中清路四段307之1號1F	04-2565-1488
神岡豐州店	台中市神岡區五權路97號	04-2527-8833
豐原社口店	台中市神岡區社口村中山路490號	04-2561-2520
豐原中正店	台中市豐原區中正路725號	04-2525-5062
豐原三民店	台中市豐原區三民路112號	04-2520-5502
豐原南陽店	台中市豐原區南陽路309之2號	04-2515-8833
潭子勝利店	台中市潭子區勝利路340號	04-2534-3191
潭子頭張店	台中市潭子區頭張路一段123號	04-2531-0533
東勢中山店	台中市東勢區中山路51號	04-2587-5507
豐勢店	台中市東勢區豐勢路218號	04-2587-2727
中興嶺店	台中市新社區中興村170號	04-2582-5382
東海二店(原國際)	台中市龍井區新興路19-1號	04-2652-7886
東海店	台中市龍井區遊園南路218號	04-2633-7720
大肚店	台中市大肚區沙田路二段728號	04-2699-2436
大甲順天店	台中市大甲區順天196號	04-2686-3090
大甲蔣公店	台中市大甲區蔣公路161號1F	04-2688-0150
沙鹿鹿寮店	台中市沙鹿區成功東街58號	04-2665-7900
沙鹿靜宜店	台中市沙鹿區北勢東路519號	04-2652-3432
沙鹿中山新店	台中市沙鹿區中山路187號	04-2662-1882
清水中山店	台中市清水區中山路297號	04-2622-6999
梧棲店	台中市梧棲區文化里文化路二段117號	04-2657-3046

*彰化
二林店	彰化縣二林鎮東和里14鄰斗苑路5段188號	04-895-8001
北斗店	彰化縣北斗鎮新政里光復路173號1F	04-887-5090
永靖店	彰化縣永靖鄉瑚璉路364號	04-823-2298
田尾店	彰化縣田尾鄉田尾村中山路一段531號	04-883-7077
伸港店	彰化縣伸港鄉中山路22號	04-798-1088
秀水店	彰化縣秀水鄉彰水路二段549號	04-768-9800
和美店	彰化縣和美鎮彰美路六段174號	04-757-2088
社頭店	彰化縣社頭鄉社頭村社斗路1段214號	04-873-1790
花壇店	彰化縣花壇鄉中山路一段475號	04-786-6607
員林中山店	彰化縣員林鎮中山路二段243號	04-839-8555
鹿港中山二店	彰化縣鹿港鎮中山路361號	04-775-5757
鹿港中山店	彰化縣鹿港鎮中山路159號	04-775-2178
溪湖彰水店	彰化縣溪湖鎮彰水路三段347號	04-881-1965
彰化中正店	彰化縣彰化市中正路二段150號	04-723-4229
彰化田中店	彰化縣田中鎮中州路一段98號	04-874-9343
彰化華山店	彰化縣彰化市華山路16號	04-728-0065
彰化彰美店	彰化縣彰化市彰美路一段199號	04-723-2275

*雲林
斗六中山店	雲林縣斗六市中山路292號	05-533-5958
北港民主店	雲林縣北港鎮民主路46號<	05-782-7765
虎尾中正店	雲林縣虎尾鎮中正路222號	05-636-0598
麥寮店	雲林縣麥寮鄉光復路57號	05-693-6988
斗南中山店
(原斗南文元店)	雲林縣斗南鎮中山路71號	05-596-3588
西螺店	雲林縣西螺鎮中山路111號	05-586-4801
虎尾光復店	雲林縣虎尾鎮光復路345號	05-632-5773
斗六民生店	雲林縣斗六市民生路180號	05-533-0959

*南投
南投民族店	南投縣南投市民族路307號	049-220-0688
埔里中山店	南投縣埔里鎮中山路二段154號	049-298-1777
埔里中正店	南投縣埔里鎮中正路384號	049-298-7172
草屯中正店	南投縣草屯鎮中正路769號	049-235-6153
集集店	南投縣集集鎮民生路111號	049-276-1709

*嘉義
朴子店	嘉義縣朴子市海通路31之1號	05-366-1563
太保店	嘉義縣太保市祥和三路東段19號1F	05-362-5592
民雄店	嘉義縣民雄鄉東榮村5鄰東榮路15號	05-226-3022
大林店	嘉義縣大林鎮中興路11號	05-264-1067
頭橋店	嘉義縣民雄鄉建國路三段144號	05-220-8548
嘉義民族店	嘉義市民族路709號	05-222-7600
吳鳳店	嘉義市吳鳳南路591號	05-230-3337
嘉義文化店	嘉義市文化路190號	05-223-2336
嘉義中山店	嘉義市中山路57號	05-271-5158
嘉義友愛店	嘉義市西區友愛路202號	05-281-1218
嘉義新生店	嘉義市東區新生路752號	05-277-2797

*台南
大同店	台南市南區大同路2段428號	06-2152222
大林店	台南市東區大同路2段118號	06-2135899
大橋店	台南市永康區大橋二街56號	06-2043977
大灣店	台南市永康區大灣路801號	06-2055555
中華店	台南市永康區中華路523號	06-3027616
中華東店	台南市東區中華東路3段152號	06-2678877
仁和店	台南市東區仁和路57-6號	06-3359888
公園店	台南市北區公園路790號	06-2526049
文南店	台南市南區文南路327號	06-2611131
文賢店	台南市北區文賢路466號	06-2595979
市醫店	台南市東區崇德路664號	06-3364668
平通店	台南市安平區平通路426號	06-2985252
民族店	台南市中西區民族2段139號	06-2250577
安平店	台南市安平區安平路376-1號	06-2505252
成大店	台南市東區長榮路3段22號	06-2755050
赤崁店	台南市中西區民族路2段260號	06-2238688
府前店	台南市中西區府前路1段369號	06-2147000
怡東店	台南市東區怡東路22號	06-2750793
東門店	台南市東區東門路2段176號	06-3358899
金華二店	台南市南區金華路2段262號	06-2230111
金華店	台南市中西區金華路3段160號	06-2263698
長榮店	台南市北區長榮路5段39號	06-2008366
青年店	台南市中西區青年路136號	06-2292227
南門店	台南市中西區南門路257號	06-2132255
南園店	台南市北區南園街118號	06-2760490
崇學店	台南市東區重學路190號	06-2601678
富農店	台南市東區富農街2段111號	06-2674641
新孝店	台南市南區新孝路27號	06-2632007
德興店	台南市南區德興路14號	06-2635445
灣裡店	台南市南區灣裡路264號	06-2628291

*高雄
科工館店	高雄市三民區九如一路782號	07-3925137
澄和店	高雄市三民區澄和路161號	07-3896001
大昌店	高雄市三民區大昌一路51號	07-3954478
自強建國店	高雄市三民區自強一路209號	07-2163666
建國二店	高雄市三民區建國二路273號	07-2358555
建國同愛店	高雄市三民區建國三路49號	07-2868580
博愛北平店	高雄市三民區博愛一路310號	07-3228632
山東店	高雄市三民區山東街113號	07-3125080
建興店	高雄市三民區臥龍路82號	07-3877998
鼎中店	高雄市三民區鼎中路261號	07-3474552
覺民店	高雄市三民區覺民路185號	07-3821959
大寮國小店	高雄市大寮區大寮路773號	07-7887287
二苓店	高雄市小港區二苓路214號	07-8055968
漢民店	高雄市小港區漢民路669號	07-8071595
崇文店	高雄市小港區崇文路63號	07-8017988
仁武店	高雄市仁武區中正路154號	07-3739077
仁雄店	高雄市仁武區仁雄路13之9號	07-3718282
左大聖公店	高雄市左營區左營大路281號	07-5888833
左大店	高雄市左營區左營大路49號	07-5837788
立文店	高雄市左營區立文路78號	07-5565565
裕誠店	高雄市左營區裕誠路241號	07-5592409
崇德店	高雄市左營區崇德路277號	07-3452020
明誠店	高雄市左營區明誠二路493號	07-5508285
自立七賢店	高雄市前金區自立一路43號	07-2863211
自強中正店	高雄市前金區自強二路180號	07-2511770
自強店	高雄市前金區自強三路244號	07-2168796
愛河店	高雄市前金區河東路6號	07-2211268
一心店	高雄市前鎮區一心二路12號	07-5351031
光華店	高雄市前鎮區光華二路309號	07-3341530
武慶店	高雄市前鎮區武慶二路39號	07-7275050
師甲復興店	高雄市前鎮區復興三路129號	07-3303881
瑞隆二店	高雄市前鎮區瑞隆路315號	07-7214977
瑞隆店	高雄市前鎮區瑞隆路542號	07-7219399
三多店	高雄市苓雅區三多一路281號	07-7270422
三多中華店	高雄市苓雅區三多四路75號	07-2691588
六合店	高雄市苓雅區六合路42-3號	07-2266998
三多文橫店	高雄市苓雅區文橫二路11號	07-5365985
林泉店	高雄市苓雅區林泉街74號	07-7158576
苓雅店	高雄市苓雅區苓雅二路72號	07-3384515
自強青年店	高雄市苓雅區自強三路169號	07-2693888
青年店	高雄市苓雅區青年一路1792號	07-5376229
福德店	高雄市苓雅區福德三路200號	07-7275759
大順店	高雄市苓雅區大順三路199號	07-2262699
林森店	高雄市苓雅區林森二路7號之3	07-5360365
洛陽店	高雄市新興區洛陽街39號	07-2357486
新田店	高雄市新興區新田路124號	07-2716885
右昌店	高雄市新興區後昌路750號	07-3600835
鳳楠店	高雄市楠梓區建楠路160號	07-3553700
建楠店	高雄市楠梓區建楠路224號	07-3552006
臨海店	高雄市鼓山區臨海二路41號	07-5512998
旗山店	高雄市旗山區延平一路546號	07-6625866
旗津店	高雄市旗津區廟前路112號	07-5713759
鳳山店	高雄市鳳山區光遠路302號	07-7426313
捷運鳳山店	高雄市鳳山區光遠路335號	07-7903669
鳳山中山店	高雄市鳳山區五甲一路28號	07-7190369
鹽埕店	高雄市鹽埕區七賢三路138號	07-5218988

*屏東
屏東民族店	屏東縣屏東市民族路56號	08-7341888
屏東林森店	屏東縣屏東市林森路109號	08-7339358
屏東廣東店	屏東縣屏東市廣東路66-3	08-7335116

*台東
台東新生店	台東縣台東市新生路532號	089-345875
台東中華店	台東縣台東市中華路一段625號	089-333293

*澎湖
澎湖馬公店	澎湖縣馬公市海埔路30號	06-926-3838
